username,playtime,content,recommended,owned_products,found_helpful
denioanic,0.5 hrs on record,"Posted: August 23
I have played it before on Ubisoft+ but encountered several issues with Ubisoft Connect and Battleye. I thought Steam would bypass that but apparently it still has to go through the same thing which causes BSOD on my PC. I have attempted to contact Ubisoft support prior regarding this issue however none of the solutions provided were of help and it took a long time for them to respond to my message, so I barely played any for the month of subscription that I had with Ubisoft+.

I enjoyed the game while it works but given how many issues and crashes to my PC it caused I cannot recommend it for anyone who run into issues with it, but if your system is able to support it then yes it is a good enough game.",推荐,,"42 people found this review helpful
1 person found this review funny 1"
Korben,0.7 hrs on record,"Posted: August 25
Still no way to reset your progress. End game is very boring and many of us want to start over, but there is no way of doing this.

Still no way of shutting off the constant annoying spam messages. These messages overlap other windows at which you are stopped from be able to use the windows that are hidden behind these useless spam messages.

Since it has been this long since the game was released I guess they do not intend to fix these issues at all that the community has been begging for since release. They call this a AAAA game, which in this case means AAAA games are far worse than AAA games.",推荐,,"24 people found this review helpful
1 person found this review funny 0"
NuvolaFredda,1.5 hrs on record,"Posted: August 24
Product refunded

Noioso, ed molto complicato la gestione delle missioni, in più ha problemi tecnici.
Rimborsato",推荐,,8 people found this review helpful 0
Biovizeer,0.9 hrs on record,"Posted: August 24
It could've been Black Flag 2.0, but it's not. Being stuck on a ship only was a bad game design choice. Water waves aren't nearly there.. Sea of Thieves is graphically better.",推荐,397 products in account,15 people found this review helpful 1
MR. Becker,0.3 hrs on record,"Posted: August 25
Product refunded

Pay, pay and pay! DRM and sell your soul to the game corporation!",推荐,137 products in account,26 people found this review helpful 1
Birthday,15.7 hrs on record,"Posted: August 24
this is maybe the lowest stakes game ive played with combat in a long time, maybe ever.

i am enjoying it though for the most part. Id call it a cozy game for boys. maybe in the same vein of like truck simulator or something similar.

the systems are not confusing exactly but they are not laid out well at all, mission structure takes far longer than it needs to to really make sense, grinding items is a bit silly for what they are. sailing has some nuance to it but it really boils down to pretty simplistic movements but with some skill to it at a times. sometimes the game pops off most of the time its just relaxing really.

its a good game to be in discord watching movies, i dunno if its much more than that at the moment. i dont hate it, i recommend it at $20 but the first 3 hours were a bit of a slog they maybe better now but im not totally sure i originally played them in the pre release 10hr trial before the game launched. i hadnt played it again till it hit steam in season 3.

one big thing is the Fly by island craft minigames seem to be gone which is fantastic after the second or third one you never want to do them again.

free customization is good for what it is, i find it hard to want to spend money on the game though outside of the initial purchase, as a live service i find it hard to see how it continues for a long time without major purchases so im not sure its longevity. but for whats here it isnt bad,

its is by no stretch aaaa or even aaa. but there is some fun ship combat holding it all together.",推荐,"2,436 products in account","63 people found this review helpful
19 people found this review funny 12"
harsh,0.6 hrs on record,"Posted: August 24
Actual ass, ♥♥♥ ubisoft",推荐,,"37 people found this review helpful
5 people found this review funny 1"
Raegal,2.9 hrs on record,"Posted: August 24
Pra quem curte a temática de piratas, é um prato cheio.",推荐,62 products in account,"10 people found this review helpful
4 people found this review funny 0"
Straggiz,0.5 hrs on record,"Posted: August 24
Game crashed in the middle of the tutorial and then I couldn't even customize my character (not much of a character customization design anyways), and I can't even restart and go through it again so I can pick my character because everything is saved online??? For a ""AAAA"" that's just ridiculous. Among all the other things I'm seeing, this game isn't even worth the 60% discount. Such a disappointment, it feels like this was rushed out the door just so that UBISOFT could make a buck.
Applying for refund.",推荐,361 products in account,"31 people found this review helpful
1 person found this review funny 0"
PopTarts are Sandwiches,10.0 hrs on record,"Posted: August 26
if you can get it on sale, its worth the price. Not a $70 game, but a pretty fun, if not slightly shallow, pirate sim. Game definitely got well-deserved hate on release because of the AAAA comment. However, its definitely got some merit. Go in with lower expectations, pick it up on sale, you will have a solid fun time.",推荐,,"12 people found this review helpful
1 person found this review funny 0"
Murnir,0.3 hrs on record,"Posted: August 26
refunded after only 18mins of play, the naval combat was clunky and disorientating, plus the face animations were horibly out of sync and the graphics even on high were disgusting to look at, even on sale at £20 it isnt worth it. wouldn't pay £2 for this garbage.",推荐,,"37 people found this review helpful
1 person found this review funny 4"
Chase W41,1.2 hrs on record,"Posted: August 25
this game shouldve been free to play feels like World of war ships but in the 1700
it runs like ♥♥♥♥ and for the price there should of been a single player mode at least were you can play offline
it struggles to connect to at any time and mind you i play BF 1 And 5 as well as WT at 50 Ping so it terrable runs like ♥♥♥♥ its a same bc the game play is good but to be online all the time for that price isnt worthe it at all so the dream is dead basicly this game had so muche hope but ubesoft ruined it white 3 diffrent dev teams and well it nothing like what we relly wanted to be honest i my come backe to it but only if they give it offline support and single player like they promised even ghost recon Break point has single player open world. if you relly want it get it on a big sale otherwise save your money and time for more important things or just get sea of thives whice also has a single player mode now.",推荐,215 products in account,13 people found this review helpful 0
ДолбаебыСюда,0.8 hrs on record,"Posted: August 24
Ну и калл",推荐,297 products in account,"22 people found this review helpful
2 people found this review funny 0"
Joey the FARMER,12.2 hrs on record,"Posted: August 24
披着大航海外皮的的类MMORPG，挺好玩的倒是。",推荐,78 products in account,"6 people found this review helpful
1 person found this review funny 0"
BostonBrawler78,5.6 hrs on record,"Posted: August 25
After a long wait I have been horribly disappointed. The game mechanics a clunky at best when you walk around the movements aren't fluid and when people talk there are noticeable delays. if that wasn't the worst you have to deal with the constant crashing of the game. Doesn't matter what graphics card or settings (High or Low) it still crashes. My suggestion is to wait a few more days for the new star wars outlaws and leave this ""D"" class game in the wind.",推荐,,17 people found this review helpful 0
Jynx2700,7.9 hrs on record,"Posted: August 25
At the sale price of 25$ its not a bad game kinda mediocre tbh... You sail around tracking down materials for turn in / parts to upgrade your ship and leveling up your infamy which gives you access to new parts rinse and repeat... really not worth the 60$ price tag or all the hype though for sure, let alone the ""AAAA"" claim",推荐,466 products in account,"31 people found this review helpful
8 people found this review funny 6"
Lord Von PowderFart,16.3 hrs on record,"Posted: August 24
Matchmaking broken, worst launch and disappointment I've experienced yet.

Played and after 17 hours i can certainly says it's not worth £60 it has that same emptiness as Bannerlord had. The Naval battles are great though but for the price it's really lacking depth from what i hear a AAAA should be. Does this A thing go up or down because a lot of AAA titles are far better than this. Indy games have far exceeded this too.

However if they added a part where you can pvp over land and build on your territories it might actually make the game worth it, but it's just not worth the price",推荐,,47 people found this review helpful 1
